"id","journal","journal_en","ssh"
530,"今古文创","Imago Culture and Creation",1
531,"2020年中国地球科学联合学术年会论文集（四）—专题十：造山带深部结构、过程与动力学、专题十一：中亚造山带构造演化、深部过程与成矿作用、专题十二：中央造山系构造过程及其资源能源效应","Proceedings of the 2020 China Joint Geoscience Academic Sessions (IV)-Topic X: Deep Structure, Processes and Dynamics of the Orogenic Belt, Topic XI: Tectonic Evolution, Deep Processes and Ore Formation in the Central Asian Orogenic Belt, Topic XII: Tectonic Processes of the Central Orogenic System and Their Resource-Energy Effects",1
532,"河池学院学报","Journal of Hechi College",1
533,"水利水电快报","Water and Hydropower Express",1
534,"电子商务","E-commerce",1
535,"湖北开放职业学院学报","Hubei Open Vocational College Journal",1
536,"天津商务职业学院学报","Journal of Tianjin Business Vocational College",1
537,"城市开发","Urban Development",1
538,"经济导刊","Economic Guide",1
539,"山东社会科学","Shandong Social Science",1
540,"新疆标准化","Xinjiang Standardization",1
541,"八桂侨刊","BAGUI Overseas Chinese Journal",1
542,"中国文化遗产","Chinese Cultural Heritage",1
543,"河南地球科学研究进展（2020）——河南省地质学会2020年学术年会论文集","Advances in Geosciences Research in Henan (2020) - Proceedings of the 2020 Annual Academic Conference of the Geological Society of Henan Province",1
544,"钻采工艺","Drilling Process",1
545,"石化技术","Petrochemical Technology",1
546,"贵州民族研究","Guizhou Ethnic Studies",1
547,"科技传播","Science and Technology Communication",1
548,"第二十届国际眼科学学术会议、第二十届国际视光学学术会议、第七届国际角膜塑形学术论坛、中国研究型医院学会眼科学与视觉科学专业委员会2020学术年会论文摘要集","Proceedings of the 20th International Conference on Ophthalmology, the 20th International Conference on Optometry, the 7th International Keratoplasty Forum, and the 2020 Annual Academic Conference of the Ophthalmology and Visual Science Committee of the Chinese Society of Research Hospitals",1
549,"石油勘探与开发","Oil Exploration and Development",1
550,"中国人民大学学报","Journal of Renmin University of China",1
551,"国际论坛","International Forum",1
552,"青海民族大学学报(社会科学版)","Journal of Qinghai University for Nationalities (Social Science Edition)",1
553,"文学教育(上)","Literary Education (above)",1
554,"上海政法学院学报(法治论丛)","Journal of Shanghai Academy of Political Science and Law (Rule of Law Series)",1
555,"法制博览","Legal Expo",1
556,"广西师范大学学报(哲学社会科学版)","Journal of Guangxi Normal University (Philosophy and Social Science Edition)",1
557,"武汉金融","Wuhan Finance",1
558,"乌鲁木齐职业大学学报","Journal of Urumqi Vocational University",1
559,"区域金融研究","Regional Financial Studies",1
560,"SPG/SEG南京2020年国际地球物理会议论文集（中文）","Proceedings of SPG/SEG Nanjing 2020 International Geophysical Conference (in Chinese)",1
561,"中共伊犁州委党校学报","Journal of the Party School of the Ili Prefecture Committee of the Communist Party of China",1
562,"地质科技通报","Geological Science and Technology Bulletin",1
563,"黄钟(武汉音乐学院学报)","Huang Zhong (Journal of Wuhan Conservatory of Music)",1
564,"广西警察学院学报","Journal of Guangxi Police Academy",1
565,"太原城市职业技术学院学报","Journal of Taiyuan City Vocational and Technical College",1
566,"当代医学","Contemporary Medicine",1
567,"第十五届益生菌与健康国际研讨会摘要集","Abstracts of the 15th International Symposium on Probiotics and Health",1
568,"中国经济周刊","China Economic Weekly",1
569,"小型微型计算机系统","Mini-computer systems",1
570,"农业工程技术","Agricultural Engineering Technology",1
571,"东北亚论坛","Northeast Asia Forum",1
572,"北京警察学院学报","Journal of Beijing Police Academy",1
573,"乡村科技","Village Technology",1
574,"劳动保障研究会议论文集（五）","Proceedings of Labor Security Research Conference (V)",1
575,"科技创新与应用","Technology Innovation and Application",1
576,"中国社区医师","Community Physicians in China",1
577,"粮食加工","Grain processing",1
578,"海南医学院学报","Journal of Hainan Medical College",1
579,"中国科学:地球科学","China Science:Earth Science",1
580,"西安财经大学学报","Journal of Xi'an University of Finance and Economics",1
581,"中国种业","China Seed Industry",1
582,"现代化农业","Modern Agriculture",1
583,"中国总会计师","Chief Accountant, China",1
584,"文物鉴定与鉴赏","Heritage Identification and Appreciation",1
585,"科技资讯","Technology Information",1
586,"商洛学院学报","Journal of Shangluo College",1
587,"湖北民族大学学报(哲学社会科学版)","Journal of Hubei University for Nationalities (Philosophy and Social Science Edition)",1
588,"科技与经济","Technology and Economy",1
589,"国际眼科杂志","International Journal of Ophthalmology",1
590,"现代农业科技","Modern Agricultural Technology",1
591,"地理教学","Teaching Geography",1
592,"2020年南国博览学术研讨会论文集（一）","Proceedings of the 2020 Southland Expo Symposium (I)",1
593,"电力勘测设计","Power Survey and Design",1
594,"连云港职业技术学院学报","Journal of Lianyungang Vocational and Technical College",1
595,"外国问题研究","Foreign Studies",1
596,"武术研究","Martial Arts Research",1
597,"地质学刊","Journal of Geology",1
598,"中国环境管理","Environmental Management in China",1
599,"牡丹江大学学报","Journal of Mudanjiang University",1
600,"医学信息学杂志","Journal of Medical Informatics",1
601,"黑龙江医药","Heilongjiang Medicine",1
602,"人文天下","People World",1
603,"天津科技大学学报","Journal of Tianjin University of Science and Technology",1
604,"测井技术","Logging Technology",1
605,"世界民族","Peoples of the World",1
606,"兰州工业学院学报","Journal of Lanzhou Institute of Technology",1
607,"自然灾害学报","Journal of Natural Hazards",1
608,"东北石油大学学报","Journal of Northeastern Petroleum University",1
609,"考古与文物","Archaeology and Heritage",1
610,"内蒙古艺术学院学报","Journal of Inner Mongolia Academy of Arts",1
611,"检验医学与临床","Laboratory Medicine and Clinical",1
612,"经济师","Economist",1
613,"现代肿瘤医学","Modern Medical Oncology",1
614,"河北经贸大学学报","Journal of Hebei University of Economics and Business",1
615,"科学技术创新","Science and Technology Innovation",1
616,"城市住宅","City Residence",1
617,"现代临床医学","Modern Clinical Medicine",1
618,"北部湾大学学报","Journal of Beibuwan University",1
619,"江苏农业科学","Jiangsu Agricultural Science",1
620,"心理月刊","Psychological Monthly",1
621,"临床肝胆病杂志","Journal of Clinical Hepatobiliary Diseases",1
622,"视听","Audiovisual",1
623,"西南石油大学学报(社会科学版)","Journal of Southwest Petroleum University (Social Science Edition)",1
624,"中国蚕业","China Sericulture",1
625,"中国组织工程研究","Tissue Engineering Research in China",1
626,"铁道车辆","Railroad cars",1
627,"音乐爱好者","Music Lovers",1
628,"当代电影","Contemporary Film",1
629,"世界社会主义研究","World Socialist Studies",1
630,"语言生活皮书——世界语言生活状况报告（2020）","Language Life Paper - State of the World's Languages Report (2020)",1
631,"中国民族民间医药","Chinese Ethnic Folk Medicine",1
632,"硫酸工业","Sulfuric acid industry",1
633,"兵团党校学报","Journal of Corps Party School",1
634,"市场研究","Market Research",1
635,"上海立信会计金融学院学报","Journal of Shanghai Lixin College of Accounting and Finance",1
636,"橡胶科技","Rubber Technology",1
637,"商用汽车新闻","Commercial Vehicle News",1
638,"欧洲研究","European Studies",1
639,"防护林科技","Protective Forest Technology",1
640,"地域研究与开发","Geographical Research and Development",1
641,"戏剧之家","Theatre House",1
642,"上海医药","Shanghai Pharmaceutical",1
643,"纺织科学研究","Textile Science Research",1
644,"今传媒","Today Media",1
645,"世界地震译丛","World Earthquake Translation Series",1
646,"廉政瞭望","Integrity Watch",1
647,"天津航海","Tianjin Navigation",1
648,"硫磷设计与粉体工程","Sulfur and phosphorus design and powder engineering",1
649,"汽车与配件","Cars & Accessories",1
650,"风湿病与关节炎","Rheumatism and Arthritis",1
651,"百色学院学报","Journal of Baise College",1
652,"社会主义研究","Socialist Studies",1
653,"工程建设与设计","Engineering Construction and Design",1
654,"天然气工业","Natural Gas Industry",1
655,"文化艺术研究","Cultural and Artistic Studies",1
656,"水电站设计","Hydroelectric Power Plant Design",1
657,"化工矿产地质","Chemical Mineral Geology",1
658,"山东交通学院学报","Journal of Shandong Traffic College",1
659,"新疆石油天然气","Xinjiang Oil & Gas",1
660,"福建农业学报","Fujian Journal of Agriculture",1
661,"鄂州大学学报","Journal of Ezhou University",1
662,"蚕桑通报","Sericulture Bulletin",1
663,"伊犁师范学院学报(社会科学版)","Journal of Ili Normal College (Social Science Edition)",1
664,"中国农垦","China National Agricultural Reclamation",1
665,"法制与社会","Rule of Law and Society",1
666,"水产养殖","Aquaculture",1
667,"曲艺","Folk Art",1
668,"广州大学学报(社会科学版)","Journal of Guangzhou University (Social Science Edition)",1
669,"当代医药论丛","Contemporary Medicine Series",1
670,"大匠之门26","Gate of the Great Artisan26",1
671,"文化产业","Cultural Industry",1
672,"岩性油气藏","Rocky reservoirs",1
673,"价值工程","Value Engineering",1
674,"荆楚理工学院学报","Journal of Jingchu Institute of Technology",1
675,"内蒙古石油化工","Inner Mongolia Petrochemicals",1
676,"兵团医学","Corps Medicine",1
677,"特种橡胶制品","Special Rubber Products",1
678,"西南农业学报","Southwest Journal of Agriculture",1
679,"地球信息科学学报","Journal of Geoinformation Science",1
680,"新疆师范大学学报(哲学社会科学版)","Journal of Xinjiang Normal University (Philosophy and Social Science Edition)",1
681,"赤峰学院学报(汉文哲学社会科学版)","Journal of Chifeng College (Chinese version of philosophy and social science)",1
682,"教育理论与实践","Educational Theory and Practice",1
683,"海洋石油","Offshore Oil",1
684,"中国医药","China Medicine",1
685,"中国工程咨询","China Engineering Consulting",1
686,"新闻传播","Press Communications",1
687,"学术交流","Academic Exchange",1
688,"世界知识","World Knowledge",1
689,"北方音乐","Northern Music",1
690,"江苏船舶","Jiangsu Ship",1
691,"中国科技术语","Chinese Science and Technology Terms",1
692,"大豆科技","Soy Technology",1
693,"教育文化论坛","Education and Culture Forum",1
694,"宜春学院学报","Journal of Yichun College",1
695,"民族艺林","Folk Art Forest",1
696,"石油石化节能","Oil and petrochemical energy saving",1
